[2026-07-31T13:22:53Z] audio_dialect_qasr progress=not_started_yet (no state file at Runs/dialect_scan_badrex_mms300m_lev08_text_candidates_qasr_only/progress_latest.json)
[2026-07-31T14:59:59.619687Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T15:01:59.680579Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T15:03:59.734507Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T15:05:59.794893Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T15:07:59.852674Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T15:09:59.911375Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T15:11:59.967673Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T15:14:00.027620Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T15:16:00.085760Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T15:18:00.146459Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T15:20:00.210945Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T15:22:00.272178Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T15:24:00.330873Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T15:26:00.393177Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T15:28:00.451357Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T15:30:00.513139Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T15:32:00.576628Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T15:34:00.634642Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T15:36:00.693091Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T15:38:00.751738Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T15:40:00.808210Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T15:42:00.857013Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T15:44:00.911562Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T15:46:00.962920Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T15:48:01.011934Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T15:50:01.060332Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T15:52:01.111661Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T15:54:01.160166Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T15:56:01.213135Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T15:58:01.262751Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T16:00:01.311883Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T16:02:01.359778Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T16:04:01.409273Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T16:06:01.458307Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T16:08:01.511855Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T16:10:01.561156Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T16:12:01.615287Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T16:14:01.664002Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T16:16:01.713191Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T16:18:01.762361Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T16:20:01.810870Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T16:22:01.861269Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T16:24:01.914212Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T16:26:01.963479Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T16:28:02.013153Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T16:30:02.062014Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T16:32:02.112729Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T16:34:02.162098Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T16:36:02.211108Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T16:38:02.260888Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T16:40:02.311112Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T16:42:02.360622Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T16:44:02.409763Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T16:46:02.457539Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T16:48:02.514235Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T16:50:02.561248Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T16:52:02.612995Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T16:54:02.672191Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T16:56:02.715791Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
[2026-07-31T16:58:02.774164Z] audio_dialect_qasr progress=100.0% completed=122348/122348 rows_per_sec=25.89 eta=0.0min errors=0 current_uid=DONE
