block,source,speaker_key,rows_dual_scored,rows_text_total,hours,hours_audio_lev,text_mean_prob,text_full_vote_frac,text_full_vote_lb,audio_mean_prob,audio_vote_frac,audio_vote_lb,combined_prob,combined_vote_lb
train,qasr,CA9AAA48-D582-495B-961C-AEDDF6A59001,149,328,0.1473472777777778,0.12199727777777773,0.8954139791879078,0.5853658536585366,0.531360948976071,0.8001646485934409,0.8187919463087249,0.7491882408862431,0.7164786120025468,0.39808937463902744
train,masc_c,zuhL5XkPwTA,66,112,0.06919441666666669,0.05390552777777777,0.9554589228196577,0.7053571428571429,0.6152493563162678,0.7585379203753264,0.7575757575757576,0.6419064250894373,0.7247518243196727,0.39493251485155284
train,qasr,5659CC53-15AC-4158-81B2-D0E533C75BB6,229,337,0.3094556111111109,0.1914695,0.9292645743320082,0.7804154302670623,0.733192936425762,0.5836580026438297,0.5982532751091703,0.5336397884215713,0.5423727053822885,0.39126092346643426
train,masc_c,VkmA0bcHdzo,16,29,0.01571663888888889,0.014777750000000003,0.9115606248378754,0.7241379310344828,0.5428252365556403,0.9361966457217932,0.9375,0.7167073163197013,0.8533999993452808,0.3890468185224
train,masc_c,dI8RHP8irao,26,28,0.03581663888888888,0.023972222222222218,0.9653039574623108,0.9642857142857143,0.8228742388150134,0.6281537333662317,0.6538461538461539,0.46220229009632996,0.6063592847131486,0.38033435764157353
train,masc_c,I2XkOLUFRF8,27,35,0.035777777777777776,0.02956111111111111,0.9656914671262106,0.8,0.6410806339053748,0.7996497393835819,0.7777777777777778,0.5924270453692919,0.7722149300124231,0.37979350578803395
train,masc_c,J80VmQPdEVc,20,30,0.024100000000000003,0.021605555555555555,0.97645423412323,0.7666666666666667,0.5907132766967573,0.8160217411554186,0.85,0.6395767041130426,0.7968078842878189,0.3778064505855278
train,qasr,A4CA554E-C0B3-4A0D-AA86-C619899D3C87,241,361,0.3428223611111111,0.23101955555555553,0.9280946917553661,0.7008310249307479,0.6516827739229384,0.5998106964546713,0.6390041493775933,0.5766224448965739,0.5566811234376696,0.37577491439642596
train,masc_c,1yWU5Q5KOiI,19,31,0.019255555555555554,0.0167,0.9422511866218165,0.7741935483870968,0.6018723994130262,0.8392085784825644,0.8421052631578947,0.6243407235682331,0.7907452788984041,0.37577344934527734
train,qasr,337B3DB1-C236-4CF2-8B5E-F6A41FB5A09D,149,325,0.14873063888888885,0.12036394444444444,0.9290921804088874,0.5692307692307692,0.5148942740076529,0.7797396897936815,0.7986577181208053,0.7271349340771296,0.724450048541761,0.3743976139872462
train,qasr,98A6061E-1223-401B-B0F8-2D9CE1DC2681,331,797,0.34227791666666696,0.2551750555555556,0.9181763416330619,0.5734002509410289,0.5387914996554592,0.7240137347406912,0.7371601208459214,0.6872128020585685,0.6647722822562979,0.37026441620356637
train,masc_c,CWCyLq4Dwsc,84,147,0.08358750000000004,0.05974861111111111,0.9307521993205661,0.6802721088435374,0.6011130925685308,0.7057873562277693,0.7142857142857143,0.6099775866784931,0.6569131340616441,0.36666551352579807
train,masc_c,RlMtzKuQY0E,9,11,0.014061361111111111,0.014061361111111111,0.9273352755440606,0.8181818181818182,0.5230138624217553,0.9780573050181071,1.0,0.7008472464490406,0.9069870404468476,0.36655282533296457
train,qasr,CC7CF84C-1AE8-40D3-8C3A-20816784E153,306,673,0.32552802777777734,0.25847524999999993,0.9202775366945204,0.5304606240713224,0.49268843935935547,0.765274944198371,0.7908496732026143,0.7418143522512981,0.7042653405409135,0.3654833555050632
train,masc_c,j1aYKrjuiH0,19,39,0.017766666666666667,0.017766666666666667,0.9090098362219962,0.5897435897435898,0.43418348473344903,0.9875658436825401,1.0,0.8318156346315495,0.8977070658243033,0.3611606109000916
train,masc_c,wok0t4odKnI,51,73,0.05640002777777776,0.044238916666666656,0.9309475375156776,0.7397260273972602,0.6289029493194099,0.7110677789896727,0.7058823529411765,0.5700066466848335,0.6619667978571778,0.35847886123175865
train,qasr,2A2BA75E-37BD-4752-9FD4-069D4F47A17B,211,354,0.24309455555555548,0.15080005555555562,0.9532474126860994,0.655367231638418,0.6044295463400007,0.6639493885750759,0.6587677725118484,0.5924654761030224,0.6329080368137088,0.3581036389430623
train,masc_c,4REiPp6W6N0,9,24,0.006461111111111111,0.006461111111111111,0.8420775267812941,0.7083333333333334,0.5083193634129031,0.9567428959740533,1.0,0.7008472464490406,0.8056516916074037,0.3562542261646623
train,qasr,4D400766-884A-4C4C-A0C7-09FF8ADA7FD7,394,883,0.3879557777777779,0.23494177777777778,0.9398220512770155,0.7021517553793885,0.6711647598956354,0.5660924610248524,0.5786802030456852,0.5293939045781599,0.5320261779328308,0.3553105328564136
train,masc_c,jm22HoM5Zg8,72,114,0.09307783333333329,0.06751113888888888,0.9443928723533949,0.6842105263157895,0.5940639890594854,0.6932301589921634,0.7083333333333334,0.594940392251052,0.6546816210526099,0.35343266267327494
train,masc_c,M4WddGEbvug,30,50,0.037000000000000005,0.03350555555555555,0.9166946609814962,0.64,0.5014076201030194,0.852570079639554,0.8666666666666667,0.7031831605558306,0.7815464401181482,0.3525813950308184
train,masc_c,gUJzW1PAfnI,24,33,0.02358336111111111,0.016638916666666666,0.9477012902498245,0.8484848484848485,0.6907978686153953,0.7094132678660875,0.7083333333333334,0.5083193634129031,0.6723118692770355,0.351145932821568
train,masc_c,jCH2aWQc9g0,46,65,0.062366638888888895,0.04415,0.9666892341945482,0.7230769230769231,0.6041913125777423,0.724411883042194,0.717391304347826,0.5745116426970621,0.7002811684594891,0.34711494349233285
train,qasr,2D91DA29-DD53-49F1-B35F-7DE894BE846F,183,384,0.2510974444444444,0.20594452777777772,0.8979449487123333,0.515625,0.46573217550726487,0.7811824544018028,0.8032786885245902,0.7397025667042246,0.7014588389528015,0.34450328561946625
train,masc_c,bsRI461yEwA,10,20,0.008766666666666666,0.0073666666666666655,0.9102094650268555,0.9,0.6989617935882066,0.8186233386397361,0.8,0.49015684672072346,0.7451187111217726,0.34260090872345655
train,qasr,54023E19-CC5F-4C68-9136-8C03D7DCA5CE,319,843,0.3287417499999999,0.2275583888888889,0.9107177920849719,0.571767497034401,0.5381127046880121,0.6653463779798114,0.6865203761755486,0.6336473447133845,0.6059427843255071,0.34097368648209647
train,masc_c,l1BkIloTY_8,29,37,0.0445888888888889,0.03384997222222222,0.9715437478032606,0.7837837837837838,0.6280453872612309,0.7209298515929198,0.7241379310344828,0.5428252365556403,0.7004148899198337,0.34091888590775643
train,masc_c,GDg1IF-jp5Y,66,115,0.08637775,0.06608886111111112,0.9364218215147654,0.6347826086956522,0.5437476062484989,0.7139737963831673,0.7424242424242424,0.6256667257006108,0.6685806429229377,0.3402047844090433
train,qasr,21D7ECE7-5FC6-4C93-8555-CE33EE0C0E91,141,269,0.2181083333333333,0.16031111111111107,0.8960005416937754,0.587360594795539,0.52770070909197,0.6954657820351455,0.723404255319149,0.6443895323731718,0.6231377174329755,0.3400448131647657
train,qasr,90034D30-C253-46AC-97C2-82D878ABBE09,204,505,0.24943349999999986,0.22601124999999989,0.9235151883433846,0.44356435643564357,0.40082145594794527,0.8665600692794553,0.8872549019607843,0.8365060297109271,0.8002813855914725,0.335289564737969
train,masc_c,fDRuxTP_jxU,50,82,0.06181666666666667,0.044988861111111104,0.9416254794597626,0.6585365853658537,0.5508753748631217,0.7555951861699577,0.74,0.6044657801100008,0.711487679454775,0.332985313210026
train,qasr,685676B5-AABD-4A50-A9AF-3442E09F4176,137,303,0.1873862777777778,0.16659736111111118,0.9017912841191257,0.46534653465346537,0.40996724289018105,0.8759809205560082,0.8759124087591241,0.8102535920218157,0.7899519592120564,0.3321774311630494
train,masc_c,GHPA3xjZ2gs,16,21,0.012315305555555553,0.009326416666666667,0.9781857244670391,0.8571428571428571,0.6536350585077049,0.732529886678094,0.75,0.5050123107060135,0.7165502778939695,0.3300937512554364
train,qasr,6E7B8450-6482-425D-B96D-22FE86864835,176,400,0.1945362777777777,0.15521405555555556,0.9057944237508557,0.4925,0.4438103957369542,0.79494862258302,0.8068181818181818,0.7421923940372638,0.7200600295041231,0.3293927001106355
train,masc_c,0ZeXjccLbsM,22,49,0.020088888888888885,0.017377777777777773,0.9220697988163341,0.6326530612244898,0.4926681138688987,0.8259069547903809,0.8636363636363636,0.6666458812053,0.7615438596445777,0.32843516891188507
train,masc_c,vECdiATxIIE,44,85,0.05662777777777778,0.04931111111111111,0.9376313957301053,0.5529411764705883,0.44723871211307475,0.8621297843373296,0.8636363636363636,0.7329026247825904,0.808359952988705,0.3277824260120578
train,masc_c,93_Yi25FTno,45,66,0.05510558333333335,0.03947222222222222,0.9569918500052558,0.696969696969697,0.5778096544417833,0.7129068087269035,0.7111111111111111,0.5663118252773978,0.6822460057649024,0.3272204400698288
train,qasr,BCE7C83F-9B52-41E8-8735-8EA43FDA4C31,184,403,0.24476949999999997,0.202786111111111,0.9253747842234114,0.47890818858560796,0.4305639351620949,0.7972366557753602,0.8206521739130435,0.7588398616163569,0.737742698313118,0.32672907697539816
train,masc_c,eX3zywgC3kU,52,87,0.06847780555555556,0.04975558333333332,0.9452253511318793,0.6666666666666666,0.5624216326943015,0.7272188418473189,0.7115384615384616,0.5772695428589908,0.6873856851348507,0.3246688787994466
train,masc_c,zm4ulaXrS8k,37,59,0.047299999999999995,0.038544444444444444,0.9372449114515975,0.6440677966101694,0.5165525967226601,0.7688963543497831,0.7837837837837838,0.6280453872612309,0.7206441955480186,0.3244184756494775
train,qasr,AB8EA164-2625-40E6-8379-1935493DF044,98,218,0.12730563888888893,0.10670008333333333,0.905190994544905,0.4908256880733945,0.4251986723738823,0.8383456809376129,0.8469387755102041,0.762709561432064,0.7588629607003434,0.32430309292777965
train,masc_c,XU8hHnrpb4Q,22,36,0.030416666666666665,0.02815,0.9661139737476002,0.6111111111111112,0.4486417029674348,0.9067346424986185,0.9090909090909091,0.7218461934161421,0.8760090085989499,0.3238503054947783
train,masc_c,MMAkUyiaWSQ,12,26,0.010616833333333332,0.010616833333333332,0.9466817875703176,0.6153846153846154,0.4253452003942009,0.9935483435789744,1.0,0.7574992425007574,0.9405741219368715,0.32219866709994
train,masc_c,z2KmNtjMfIo,9,14,0.011271944444444442,0.011271944444444442,0.9849538736873202,0.7142857142857143,0.4535045882751561,0.9970877766609192,1.0,0.7008472464490406,0.98208546802845,0.317837441944649
train,qasr,C03498B4-703C-4A59-8F53-7DC9251659EF,335,785,0.3131361666666666,0.19931113888888888,0.9141383542943357,0.5643312101910828,0.5294140873547912,0.6198414821138626,0.6477611940298508,0.5951975084804166,0.5666208723829282,0.3151059457480054
train,masc_c,K6zLr-7hbxQ,13,23,0.011127777777777778,0.011127777777777778,0.9603904990049509,0.6086956521739131,0.40785179603745997,0.9906583107434787,1.0,0.7718981569447084,0.9514188293983311,0.3148200496679045
train,masc_c,953Apmmb_lg,14,22,0.01429161111111111,0.01301661111111111,0.9138378841536385,0.7272727272727273,0.5184787630099803,0.8023114099300334,0.8571428571428571,0.600580922361363,0.7331825612827843,0.3113884537133125
train,masc_c,6mBjw08qVYg,26,42,0.025355527777777775,0.02173886111111111,0.9761589329976302,0.6190476190476191,0.46813768219996377,0.8555261324374721,0.8461538461538461,0.6646841558168644,0.8351294765917521,0.31116370009914646
train,masc_c,p28D3aglUxk,21,32,0.018294444444444443,0.012416666666666664,0.9644638895988464,0.84375,0.6824550744643347,0.6975089424688902,0.6666666666666666,0.45373075657210293,0.6727221876835238,0.30965085726317343
train,masc_c,L55HxYl8fFs,36,59,0.04587772222222221,0.03568883333333333,0.9602265109618505,0.6271186440677966,0.49953356682142125,0.7887403422759639,0.7777777777777778,0.6191498017214091,0.7573693869185045,0.3092861088506712
train,masc_c,cloD3eO5DxU,68,104,0.0805944722222222,0.05511669444444445,0.9343553106574451,0.6634615384615384,0.5682644758725168,0.6553318710520055,0.6617647058823529,0.5433701723652863,0.6123128139605214,0.30877796620391856
train,qasr,9CB3BF07-A488-4D83-8E87-9174644894A8,224,453,0.28410844444444444,0.18613344444444438,0.9036764002272061,0.5607064017660044,0.5146818397838497,0.6453689856206049,0.6607142857142857,0.5964654790747936,0.5832047217439117,0.30698995013777014
train,masc_c,0dcU-Jfz-VE,22,30,0.027711083333333334,0.022422194444444443,0.9646815007383173,0.7666666666666667,0.5907132766967573,0.7230273444544185,0.7272727272727273,0.5184787630099803,0.6974911037231287,0.30627228899530695
train,masc_c,dEofWxaL7e8,21,34,0.024838888888888893,0.02008333333333333,0.9923087159792582,0.6764705882352942,0.5084258404811939,0.8410119790406454,0.8095238095238095,0.599990134607267,0.8345435170449976,0.3050504884681244
train,masc_c,dXPnzMr47hQ,51,78,0.06975008333333335,0.04377227777777778,0.9351529584211462,0.7051282051282052,0.5962399656958183,0.6601685553825661,0.6470588235294118,0.5098580497281073,0.617358577622621,0.30399774607962354
train,qasr,F7BA4F7C-E99B-4B3C-83B4-90C995707FB9,287,621,0.34941405555555527,0.21956680555555552,0.9410722887059122,0.5185185185185185,0.47922642945723004,0.6695208292497478,0.686411149825784,0.6305708623438102,0.6300674991183404,0.30218622288079067
val,qasr,919BD94D-14FC-47E9-B6AA-0D96F9170E4A,180,417,0.22125838888888885,0.1731750277777777,0.9173861775133345,0.48201438848920863,0.4344379366370622,0.7421547862520027,0.7611111111111111,0.6937747633253338,0.6808425424829506,0.3014020766699242
val,masc_c,Dztcs63vjO0,14,21,0.014455555555555555,0.011733333333333333,0.9290742788996015,0.7142857142857143,0.5004322617716241,0.8753127997208919,0.8571428571428571,0.600580922361363,0.813230608212279,0.30055006935418505
val,masc_c,MAooHaedCCk,14,34,0.012583333333333335,0.01013888888888889,0.9744228805814471,0.7352941176470589,0.5688253783710155,0.7753550207708031,0.7857142857142857,0.5241027622679172,0.7555236728127737,0.2981229520523424
val,masc_c,M5POzG62Ix4,12,32,0.010172222222222221,0.010172222222222221,0.8828413635492325,0.5625,0.3932530203122613,0.9560519307851791,1.0,0.7574992425007574,0.844042190198264,0.29788886499767286
val,masc_c,JK9YoPhBFoA,21,33,0.029708305555555554,0.024368583333333332,0.9899021273567563,0.6666666666666666,0.49607581799949974,0.8182803986904522,0.8095238095238095,0.599990134607267,0.8100175074380134,0.29764059681692995
val,masc_c,HaBjfsJSYKk,7,19,0.00601111111111111,0.00601111111111111,0.9694990515708923,0.6842105263157895,0.4601001017506463,0.8798328382628304,1.0,0.6456611570247934,0.8529971022367404,0.2970687640435475
val,qasr,257A73A8-EFB2-444C-8AFD-ABD8D8BC3E98,156,331,0.19561388888888884,0.1319222222222222,0.905408039689064,0.5287009063444109,0.47490313244776694,0.6774235704577176,0.6987179487179487,0.6226525096249272,0.6133447469672887,0.2956996272473413
val,masc_c,ZTeb9bGPSdc,31,42,0.042874999999999996,0.030275000000000003,0.9286296079235692,0.7380952380952381,0.5893098001502446,0.6833281778062003,0.6774193548387096,0.501406855599508,0.6345587778392987,0.2954839738673086
val,masc_c,EVo_ZOfSxmM,10,21,0.008944444444444444,0.008944444444444444,0.9252869606018066,0.6190476190476191,0.40878295815501514,0.9668639540672302,1.0,0.7224598312333834,0.8946266093743123,0.2953292669597555
val,masc_c,0xooTRqYDb0,50,86,0.06852219444444446,0.04826663888888888,0.9392190563678742,0.627906976744186,0.5223363580204515,0.7142639368399978,0.7,0.562493877226366,0.6708503007564656,0.29381100323922305
val,masc_c,YDGF-ImzXls,12,20,0.011450000000000002,0.009600000000000001,0.9833313872416815,0.75,0.5312949900419365,0.8080383758836737,0.8333333333333334,0.5519636426153274,0.794569497102208,0.29325551800682137
val,masc_c,5paxfnyFwSI,18,35,0.02138891666666667,0.019105583333333332,0.9933247698677911,0.6,0.4357241958151947,0.8652280120214628,0.8888888888888888,0.6719975513339578,0.8594524159243859,0.2928055926447688
val,masc_c,t4EYkZLI6fw,13,31,0.00968888888888889,0.009111111111111111,0.9220409026512733,0.6129032258064516,0.43823801141131963,0.9248286393972543,0.9230769230769231,0.6668546607175265,0.8527298334675933,0.29224106041321907
val,qasr,BA168052-0664-434E-890C-76211897E909,172,377,0.22248341666666663,0.16580561111111108,0.9260879848585573,0.5039787798408488,0.4537228584071579,0.6726834173067229,0.7151162790697675,0.6435372557719273,0.622964030381351,0.29198756318033714
val,masc_c,SNFYQfuBzvY,32,55,0.03229997222222223,0.024588861111111117,0.9438231214880943,0.6363636363636364,0.5042251814868371,0.7475144972995622,0.75,0.5789310822975338,0.7055214661988765,0.291911630039845
val,masc_c,iRiN-yT2Uzo,11,17,0.01066663888888889,0.009911083333333334,0.9796740033409812,0.7058823529411765,0.468664666737861,0.8733209493908692,0.9090909090909091,0.6226353745137962,0.8555698306912993,0.2918072002957116
val,masc_c,x0nO_nl0Lpo,16,21,0.014794416666666666,0.010538888888888891,0.96556156873703,0.8571428571428571,0.6536350585077049,0.6589232346450444,0.6875,0.4440393186673406,0.6362309521211472,0.2902396660368486
val,masc_c,TxiU20HGuMU,20,33,0.024077777777777778,0.01956111111111111,0.9862637311220169,0.6666666666666666,0.49607581799949974,0.7641407404793427,0.8,0.5839782779742402,0.7536442978074973,0.2896975019400104
val,qasr,44C9298F-AEEF-4D8F-99C6-1C9782815FC2,95,183,0.12895002777777778,0.09242780555555556,0.9415882436852706,0.5683060109289617,0.4958648039695103,0.6713450885132739,0.6736842105263158,0.5742532416248357,0.6321306427999461,0.284751971087155
val,masc_c,g2icTOBvpmg,31,93,0.023249944444444445,0.015377749999999997,0.9479076573925633,0.6666666666666666,0.5659327976152322,0.6970465686472673,0.6774193548387096,0.501406855599508,0.6607357799799558,0.28376258453288633
val,masc_c,pKx_zIHRvRI,8,23,0.005522222222222223,0.004861111111111111,0.9922690689563751,0.7391304347826086,0.5352960945624944,0.8392857704311609,0.875,0.5291051942301385,0.832797310014062,0.28322794408412316
val,qasr,FBE1FCEC-B7AF-471E-A175-2B747332BC84,166,432,0.22441674999999994,0.17168336111111107,0.9191995880689966,0.4537037037037037,0.4073696311651709,0.7610862581716803,0.7650602409638554,0.6950219432545146,0.6995901749963825,0.28313083267529193
val,masc_c,2pHTWi3rQZg,16,54,0.012222222222222223,0.009444444444444445,0.925643302500248,0.6296296296296297,0.4962722279108102,0.7997194663039409,0.8125,0.5699064013154177,0.7402549678633156,0.2828287194814346
val,qasr,858ED536-E96B-4F65-87A5-F2BBA2B1F847,112,282,0.1581611666666666,0.13869724999999997,0.9136532529124192,0.41843971631205673,0.36233705257152,0.8459662657312167,0.8571428571428571,0.7804840379293225,0.7729198305394981,0.2827982858824291
val,masc_c,zvydLqCNkV0,14,23,0.016966666666666665,0.014127777777777776,0.9438253726278033,0.7391304347826086,0.5352960945624944,0.7594875617983884,0.7857142857142857,0.5241027622679172,0.7168236310205457,0.2805501617914315
val,masc_c,dNiyEVOo8YY,14,33,0.012516666666666666,0.011077777777777777,0.8938871536936078,0.6363636363636364,0.46615872621534094,0.88519636541605,0.8571428571428571,0.600580922361363,0.7912656595416797,0.2799660377572075
val,qasr,14358D10-6C64-4709-B77B-1C1D4160F310,277,769,0.2938723333333334,0.19218063888888895,0.9123543509507438,0.5149544863459038,0.47964408159933164,0.6164052548464422,0.6389891696750902,0.580882193618184,0.5623800162080536,0.27861670627539903
val,masc_c,GK7w1VLCdHU,48,85,0.05648333333333335,0.03998888888888889,0.9273759027322134,0.6352941176470588,0.5291793557946364,0.6707803826623907,0.6666666666666666,0.5253984633247204,0.6220655629065941,0.27803002035766744
val,masc_c,OYaUw76jYas,8,19,0.005883333333333333,0.005883333333333333,0.9285869002342224,0.631578947368421,0.41039157498156714,0.9626668840646744,1.0,0.6755843804891231,0.8939198578317535,0.27725413794187753
val,qasr,01E4B05D-E8C2-4F92-819F-140B607ABA50,155,371,0.19743061111111107,0.13734447222222215,0.9207000194057342,0.49326145552560646,0.4427173921566372,0.6659184384661081,0.6967741935483871,0.6203739026051529,0.6131111192183819,0.27465031632338893
val,masc_c,lryHxLA1ns4,43,71,0.033182500000000004,0.017086944444444446,0.987252087094063,0.8873239436619719,0.7930974330875985,0.47951806331226643,0.4883720930232558,0.34617209277756006,0.47340520880433806,0.2745481981884449
val,qasr,481097D6-FCBA-4FA1-88BD-035FB9699895,144,309,0.16125558333333329,0.10513613888888887,0.9388037245306704,0.517799352750809,0.462208572807876,0.6710310239564529,0.6736111111111112,0.5933813653547764,0.6299664245659474,0.27426595401142
val,qasr,1EFE5CB4-E2DD-4262-824C-40FE4852FE99,298,743,0.3266390555555554,0.2056918055555557,0.9267905682525379,0.5208613728129206,0.48492500435717784,0.5914585338923033,0.6208053691275168,0.5645099761268275,0.5481581907238607,0.2737450026329722
