block,source,speaker_key,rows_dual_scored,rows_both_agree,rows_text_total,hours,hours_audio_lev,hours_both_agree,text_mean_prob,text_full_vote_frac,text_full_vote_lb,audio_mean_prob,audio_vote_frac,audio_vote_lb,audio_prob_sd,align_frac,align_lb,score_sum,score_product,score_sum_align,score_product_align,combined_vote_lb
train,masc_c,XGvRC7Xr0TQ,4,4,25,0.003072222222222222,0.003072222222222222,0.003072222222222222,0.9425349533557892,0.32,0.1720498751689115,0.985570639371872,1.0,0.5100999795960008,0.019111926704293732,1.0,0.5100999795960008,0.9640527963638306,0.9289347766092027,0.49176331175465754,0.47384961059436986,0.08776263781315624
val,masc_c,lNcis1IgBSo,40,30,62,0.050161111111111115,0.04466666666666667,0.03871666666666666,0.9515791699290276,0.6774193548387096,0.5536785443578454,0.8312718169530854,0.875,0.7388757932976185,0.29246372025940426,0.75,0.5980574093302989,0.8914254934410565,0.7910209455616115,0.5331236212183417,0.4730759374285808,0.4090996736942737
train,masc_c,OYaUw76jYas,8,7,19,0.005883333333333333,0.005883333333333333,0.00515,0.9285869002342224,0.631578947368421,0.41039157498156714,0.9626668840646744,1.0,0.6755843804891231,0.06327552634843427,0.875,0.5291051942301385,0.9456268921494484,0.8939198578317535,0.5003361004399761,0.47297764000424775,0.27725413794187753
train,masc_c,5paxfnyFwSI,18,14,35,0.02138891666666667,0.019105583333333332,0.016627805555555555,0.9933247698677911,0.6,0.4357241958151947,0.8652280120214628,0.8888888888888888,0.6719975513339578,0.2580075535200837,0.7777777777777778,0.547849735476945,0.9292763909446269,0.8594524159243859,0.509103824963984,0.4708507787191962,0.2928055926447688
val,masc_c,vECdiATxIIE,44,32,85,0.05662777777777778,0.04931111111111111,0.04055555555555555,0.9376313957301053,0.5529411764705883,0.44723871211307475,0.8621297843373296,0.8636363636363636,0.7329026247825904,0.2995034416120756,0.7272727272727273,0.581508453144907,0.8998805900337175,0.808359952988705,0.5232881699256332,0.47006814584675155,0.3277824260120578
val,qasr,4DBD0D76-3106-47EF-8D74-FB01E24B66E1,286,189,547,0.34208619444444427,0.2975917499999999,0.23242508333333328,0.9381548683126489,0.5722120658135283,0.5303877486496156,0.8254408137819899,0.8426573426573427,0.7959501071592258,0.31264097192455387,0.6608391608391608,0.6041619447598268,0.8817978410473194,0.7743913179535284,0.5327486985321651,0.4678577646599291,0.422162185373602
train,masc_c,aoPKcxkMlYc,18,14,42,0.012605583333333333,0.012011111111111111,0.010116666666666666,0.9260849787129296,0.7857142857142857,0.6405986210195627,0.9182492119208392,0.9444444444444444,0.7424220019799247,0.22435105789867776,0.7777777777777778,0.547849735476945,0.9221670953168843,0.8503768018748747,0.5052089992348978,0.4658787059628806,0.4755945106829228
train,masc_c,4WbeJnKs5oA,17,13,24,0.015038861111111107,0.01439997222222222,0.012144416666666666,0.9731183437740102,0.8333333333333334,0.6414652961213058,0.8914769850671291,0.9411764705882353,0.730174547964372,0.2486402756726258,0.7647058823529411,0.5273775411082839,0.9322976644205696,0.8675126072211727,0.49167284984311604,0.4575066656767386,0.46838163263020643
train,masc_c,oMvj4qic7Ec,8,7,17,0.006716638888888889,0.005844416666666667,0.005844416666666667,0.9615247771143913,0.6470588235294118,0.4129996672121183,0.8984701540321112,0.875,0.5291051942301385,0.2594625102957233,0.875,0.5291051942301385,0.9299974655732512,0.8639013145996586,0.4920664896556716,0.4570946728569243,0.2185202691372504
val,masc_c,8wyz6rRlGRM,24,18,32,0.030861111111111113,0.02693888888888889,0.02375555555555556,0.9577793454130491,0.8125,0.6469050424507756,0.8540278220316395,0.875,0.6899571185214244,0.25888305661781885,0.75,0.5510017468789357,0.9059035837223444,0.8179702083499957,0.49915445713489986,0.4507030136957746,0.4463367390463169
train,masc_c,iRiN-yT2Uzo,11,9,17,0.01066663888888889,0.009911083333333334,0.009133333333333334,0.9796740033409812,0.7058823529411765,0.468664666737861,0.8733209493908692,0.9090909090909091,0.6226353745137962,0.2856652115802063,0.8181818181818182,0.5230138624217553,0.9264974763659253,0.8555698306912993,0.4845710236381515,0.4474748817213837,0.2918072002957116
val,qasr,BCE7C83F-9B52-41E8-8735-8EA43FDA4C31,184,124,403,0.24476949999999997,0.202786111111111,0.16640277777777776,0.9253747842234114,0.47890818858560796,0.4305639351620949,0.7972366557753602,0.8206521739130435,0.7588398616163569,0.3669908658674503,0.6739130434782609,0.6032228150065151,0.8613057199993858,0.737742698313118,0.5195592609992428,0.44502322722694126,0.32672907697539816
val,qasr,AB8EA164-2625-40E6-8379-1935493DF044,98,67,218,0.12730563888888893,0.10670008333333333,0.08335283333333336,0.905190994544905,0.4908256880733945,0.4251986723738823,0.8383456809376129,0.8469387755102041,0.762709561432064,0.33453016106290034,0.6836734693877551,0.58615936103073,0.871768337741259,0.7588629607003434,0.510995171817238,0.44481462815400125,0.32430309292777965
train,masc_c,MjW2h1CENTI,12,10,28,0.016911138888888892,0.01451113888888889,0.01451113888888889,0.9775230387846628,0.4642857142857143,0.2953130373965958,0.8226142321461035,0.8333333333333334,0.5519636426153274,0.3666023144830799,0.8333333333333334,0.5519636426153274,0.9000686354653832,0.8041243639549712,0.49680516263528013,0.4438474130443192,0.1630020598332214
val,qasr,BA1C445F-D37D-4B88-AAB4-56BA823E2B9B,32,24,233,0.03446666666666667,0.03071944444444445,0.024675,0.8976405076682568,0.1630901287553648,0.12118633553166609,0.8440309158668242,0.875,0.7193135021517204,0.3152351108474639,0.75,0.5789310822975338,0.8708357117675405,0.7576363398063998,0.5041538611169254,0.43861922619206106,0.0871709674242162
train,masc_c,YDGF-ImzXls,12,10,20,0.011450000000000002,0.009600000000000001,0.009600000000000001,0.9833313872416815,0.75,0.5312949900419365,0.8080383758836737,0.8333333333333334,0.5519636426153274,0.3551344126360753,0.8333333333333334,0.5519636426153274,0.8956848815626776,0.794569497102208,0.4943854898628136,0.43857347393156354,0.29325551800682137
train,masc_c,1c9xZEhrbzU,7,6,14,0.005883333333333332,0.005127777777777777,0.005127777777777777,0.9842509457043239,0.6428571428571429,0.3876400468214041,0.9098465144634247,0.8571428571428571,0.4868654966809702,0.17762262443394156,0.8571428571428571,0.4868654966809702,0.9470487300838744,0.8955172923064085,0.46108535035336756,0.4359964713051571,0.18872856392913745
val,masc_c,dDsZD0LzVrI,103,67,362,0.19869175000000003,0.1845389722222223,0.1304222777777778,0.8709960140070869,0.3259668508287293,0.27972688617007374,0.8994154188826057,0.912621359223301,0.8422209571522518,0.2647076268091882,0.6504854368932039,0.5544984775703553,0.8852057164448464,0.7833872447832639,0.49084522210524295,0.4343870345803551,0.2355918458113785
val,qasr,858ED536-E96B-4F65-87A5-F2BBA2B1F847,112,73,282,0.1581611666666666,0.13869724999999997,0.10418888888888889,0.9136532529124192,0.41843971631205673,0.36233705257152,0.8459662657312167,0.8571428571428571,0.7804840379293225,0.3107272112132581,0.6517857142857143,0.5598502165764603,0.8798097593218179,0.7729198305394981,0.49256168430240316,0.432719334523779,0.2827982858824291
train,masc_c,VkmA0bcHdzo,16,12,29,0.01571663888888889,0.014777750000000003,0.012149972222222225,0.9115606248378754,0.7241379310344828,0.5428252365556403,0.9361966457217932,0.9375,0.7167073163197013,0.22108535178183758,0.75,0.5050123107060135,0.9238786352798343,0.8533999993452808,0.46657008441458736,0.4309775056258706,0.3890468185224
train,masc_c,LzRF_Xsik9Q,18,14,41,0.01921111111111111,0.015988888888888886,0.015277777777777776,0.9539285004138947,0.4878048780487805,0.34254187239935696,0.8204884284124192,0.8333333333333334,0.6077750036164077,0.3630920789718257,0.7777777777777778,0.547849735476945,0.8872084644131569,0.7826872961224122,0.4860569225416546,0.42879502814182885,0.20818838773629023
val,qasr,CEFDF773-B3E6-4EDA-A107-7C7009131D31,322,207,501,0.39651952777777816,0.31680005555555574,0.26671669444444446,0.9467000757685359,0.7225548902195609,0.6817673343939589,0.7670065686630912,0.7763975155279503,0.7277805398551943,0.35534858077423553,0.6428571428571429,0.5891183655027131,0.8568533222158136,0.7261251766683132,0.5047880286593497,0.4277736772292055,0.49617699868087217
val,masc_c,I2XkOLUFRF8,27,20,35,0.035777777777777776,0.02956111111111111,0.02831111111111111,0.9656914671262106,0.8,0.6410806339053748,0.7996497393835819,0.7777777777777778,0.5924270453692919,0.3689287192951356,0.7407407407407407,0.5532106959738432,0.8826706032548962,0.7722149300124231,0.48830281874229314,0.4271975588735652,0.37979350578803395
train,masc_c,t4EYkZLI6fw,13,10,31,0.00968888888888889,0.009111111111111111,0.0078000000000000005,0.9220409026512733,0.6129032258064516,0.43823801141131963,0.9248286393972543,0.9230769230769231,0.6668546607175265,0.18595521031483495,0.7692307692307693,0.49743126004873084,0.9234347710242639,0.8527298334675933,0.4593453217234108,0.42417447554292936,0.29224106041321907
val,masc_c,8ZHJCYixUUw,36,25,226,0.04135861111111112,0.03951388888888888,0.02815833333333333,0.8683724436495039,0.19911504424778761,0.15227247596383414,0.9174036086931463,0.9444444444444444,0.8185502589238879,0.20039098690420776,0.6944444444444444,0.5314342132091627,0.8928880261713251,0.7966480134937407,0.47451124567224046,0.42336601025568854,0.12464267462717793
train,masc_c,NXMYzfN8nb4,14,11,32,0.015744444444444443,0.01175,0.01175,0.9973554994378772,0.53125,0.3644923793257382,0.8056106856758041,0.7857142857142857,0.5241027622679172,0.3666463641539132,0.7857142857142857,0.5241027622679172,0.9014830925568407,0.8034802477646822,0.47246977894686465,0.4211062172811804,0.19103146283022485
val,masc_c,_r558PWcKRM,26,19,33,0.03462222222222222,0.027394444444444443,0.02493333333333333,0.9480926738335536,0.8484848484848485,0.6907978686153953,0.8116042969945388,0.8076923076923077,0.6212336384535001,0.3582647700904056,0.7307692307692307,0.5391659658023868,0.8798484854140463,0.7694760880323539,0.4743843583980315,0.41487531816580653,0.42914687335586493
val,qasr,337B3DB1-C236-4CF2-8B5E-F6A41FB5A09D,149,97,325,0.14873063888888885,0.12036394444444444,0.09862783333333333,0.9290921804088874,0.5692307692307692,0.5148942740076529,0.7797396897936815,0.7986577181208053,0.7271349340771296,0.36685571768532577,0.6510067114093959,0.5715482132912107,0.8544159351012844,0.724450048541761,0.4883399011146782,0.4140581308627744,0.3743976139872462
val,qasr,EDF2FDB8-B97F-48B9-9964-9DA0E2D7F8C0,38,28,275,0.04490002777777777,0.03289722222222222,0.03151666666666666,0.9427197073635302,0.16727272727272727,0.12781075491690802,0.7559297031027534,0.7894736842105263,0.6365391162355784,0.3840751326106654,0.7368421052631579,0.5799084979362467,0.8493247052331419,0.712629828496428,0.49253061407189674,0.41326009342792863,0.08135654498021073
val,masc_c,fajES3-TBmY,48,33,342,0.06638888888888886,0.059999999999999984,0.04333333333333332,0.8601777913669745,0.1695906432748538,0.13353925906431546,0.8738853251561522,0.8958333333333334,0.7783231187385907,0.2644919843960943,0.6875,0.5466666274950367,0.8670315582615633,0.7516967489008294,0.47397721788661523,0.41092752662059984,0.10393669258897863
train,masc_c,RlMtzKuQY0E,9,7,11,0.014061361111111111,0.014061361111111111,0.011814083333333333,0.9273352755440606,0.8181818181818182,0.5230138624217553,0.9780573050181071,1.0,0.7008472464490406,0.05009699230802422,0.7777777777777778,0.4525833436728054,0.9526962902810838,0.9069870404468476,0.4311744725600905,0.41048722743333627,0.36655282533296457
train,masc_c,1yWU5Q5KOiI,19,14,31,0.019255555555555554,0.0167,0.01496111111111111,0.9422511866218165,0.7741935483870968,0.6018723994130262,0.8392085784825644,0.8421052631578947,0.6243407235682331,0.2902475568713759,0.7368421052631579,0.5120803155892935,0.8907298825521904,0.7907452788984041,0.45612523936213994,0.40492509196903864,0.37577344934527734
val,qasr,D43C04B7-E3FE-4AA1-899E-8AA7D6F4F57C,109,70,320,0.1410028333333334,0.1212250555555556,0.09620838888888891,0.9036698374179525,0.384375,0.33274721481877495,0.8108488022645619,0.8256880733944955,0.7437283944421204,0.3509597407664024,0.6422018348623854,0.54878268715687,0.8572593198412573,0.7327396053129581,0.4704490731327558,0.40211480958990947,0.2474735518322548
val,masc_c,TxiU20HGuMU,20,15,33,0.024077777777777778,0.01956111111111111,0.01884444444444444,0.9862637311220169,0.6666666666666666,0.49607581799949974,0.7641407404793427,0.8,0.5839782779742402,0.3686363033575936,0.75,0.5312949900419365,0.8752022358006798,0.7536442978074973,0.46499056315440274,0.4004074396987965,0.2896975019400104
train,masc_c,MAooHaedCCk,14,11,34,0.012583333333333335,0.01013888888888889,0.01013888888888889,0.9744228805814471,0.7352941176470589,0.5688253783710155,0.7753550207708031,0.7857142857142857,0.5241027622679172,0.3853419547890431,0.7857142857142857,0.5241027622679172,0.874888950676125,0.7555236728127737,0.4585317157270367,0.39597204387997675,0.2981229520523424
train,masc_c,M5POzG62Ix4,12,9,32,0.010172222222222221,0.010172222222222221,0.007049999999999999,0.8828413635492325,0.5625,0.3932530203122613,0.9560519307851791,1.0,0.7574992425007574,0.09742211550696019,0.75,0.4676896608793401,0.9194466471672058,0.844042190198264,0.4300156906102768,0.39474980570168156,0.29788886499767286
train,masc_c,kdYGvbcdHAA,16,12,30,0.024755499999999993,0.021188861111111106,0.020116638888888885,0.9725107550621033,0.6333333333333333,0.4551324643360493,0.7983988723899529,0.8125,0.5699064013154177,0.38301516190649126,0.75,0.5050123107060135,0.8854548137260281,0.7764514902286849,0.4471655815055442,0.3921175612315158,0.25938290487157556
val,masc_c,RPhDmITwGII,74,49,117,0.08347222222222225,0.06464447222222221,0.055027805555555545,0.9585709757096058,0.717948717948718,0.6304874095354095,0.7425767682599709,0.7702702702702703,0.6625347073337732,0.38614221055658127,0.6621621621621622,0.5487829947311835,0.8505738719847884,0.7118125372902461,0.4667804767079105,0.3906306159013435,0.4177197913541713
val,qasr,B5E963CF-5AC1-4C24-9E25-D9AC089118B6,71,45,287,0.09369999999999999,0.08113055555555558,0.06025555555555556,0.9149758773790279,0.2787456445993031,0.23005340429394808,0.8230755596018304,0.8450704225352113,0.7434882267163929,0.33637386574891315,0.6338028169014085,0.5175700445451693,0.8690257184904291,0.7530942822959191,0.4497816798299891,0.38977904123461116,0.17104199760857686
val,qasr,8060E3AB-A7C6-4D33-AFCC-D24EEBDDAC79,54,36,281,0.062408416666666675,0.05044450000000002,0.04296116666666667,0.9205351527090426,0.21352313167259787,0.16963975809319862,0.790426110666616,0.8148148148148148,0.6916379770862062,0.3807261392162557,0.6666666666666666,0.5336071462745029,0.8554806316878294,0.727615020487708,0.4564905785680517,0.38826057466890984,0.11732929912097327
val,qasr,6E7B8450-6482-425D-B96D-22FE86864835,176,107,400,0.1945362777777777,0.15521405555555556,0.11772786111111108,0.9057944237508557,0.4925,0.4438103957369542,0.79494862258302,0.8068181818181818,0.7421923940372638,0.34402619635155474,0.6079545454545454,0.5342578584485862,0.8503715231669379,0.7200600295041231,0.45431766885283054,0.38469772931729856,0.3293927001106355
val,masc_c,J80VmQPdEVc,20,14,30,0.024100000000000003,0.021605555555555555,0.017988888888888888,0.97645423412323,0.7666666666666667,0.5907132766967573,0.8160217411554186,0.85,0.6395767041130426,0.27659356574430777,0.7,0.4810232237710205,0.8962379876393243,0.7968078842878189,0.4311112860803198,0.38328309722629295,0.3778064505855278
val,masc_c,M4WddGEbvug,30,20,50,0.037000000000000005,0.03350555555555555,0.026127777777777778,0.9166946609814962,0.64,0.5014076201030194,0.852570079639554,0.8666666666666667,0.7031831605558306,0.2848642243141084,0.6666666666666666,0.4877972581383026,0.8846323703105251,0.7815464401181482,0.43152124469786174,0.38123621059738383,0.3525813950308184
val,masc_c,0OUv-LIOe5Q,22,15,28,0.024200055555555558,0.020677833333333336,0.016311166666666665,0.9725319390947168,0.8214285714285714,0.644082084514089,0.8246482865546237,0.8636363636363636,0.6666458812053,0.2935464209943129,0.6818181818181818,0.4731822278283934,0.8985901128246703,0.8019967971941039,0.42519687149094487,0.3794906312075423,0.42937466879944136
val,qasr,D587853E-7819-48E2-8897-A45032E9867B,164,99,636,0.18685844444444444,0.1589056388888889,0.11550283333333335,0.8924351534465464,0.29245283018867924,0.25842965325849365,0.8028541141808624,0.8170731707317073,0.7508782389178127,0.3409172823386502,0.6036585365853658,0.5272471029813737,0.8476446338137045,0.7164952345841891,0.446918177535983,0.3777700367344734,0.1940492029228787
val,qasr,CC7CF84C-1AE8-40D3-8C3A-20816784E153,306,181,673,0.32552802777777734,0.25847524999999993,0.19763633333333339,0.9202775366945204,0.5304606240713224,0.49268843935935547,0.765274944198371,0.7908496732026143,0.7418143522512981,0.35907193696341183,0.5915032679738562,0.5356227616500513,0.8427762404464457,0.7042653405409135,0.4514101373609729,0.3772205466349379,0.3654833555050632
