block,source,speaker_key,rows_dual_scored,rows_text_total,hours,hours_audio_lev,text_mean_prob,text_full_vote_frac,text_full_vote_lb,audio_mean_prob,audio_vote_frac,audio_vote_lb,combined_prob,combined_vote_lb
train,masc_c,zuhL5XkPwTA,66,112,0.06919441666666669,0.05390552777777777,0.9554589228196577,0.7053571428571429,0.6152493563162678,0.7585379203753264,0.7575757575757576,0.6419064250894373,0.7247518243196727,0.39493251485155284
train,qasr,337B3DB1-C236-4CF2-8B5E-F6A41FB5A09D,149,325,0.14873063888888885,0.12036394444444444,0.9290921804088874,0.5692307692307692,0.5148942740076529,0.7797396897936815,0.7986577181208053,0.7271349340771296,0.724450048541761,0.3743976139872462
train,masc_c,csazmn8mfsM,27,49,0.0201,0.01626111111111111,0.9327367146809896,0.9183673469387755,0.8081061295851386,0.7739090966405692,0.7777777777777778,0.5924270453692919,0.721853428262257,0.4787439266949378
train,masc_c,zm4ulaXrS8k,37,59,0.047299999999999995,0.038544444444444444,0.9372449114515975,0.6440677966101694,0.5165525967226601,0.7688963543497831,0.7837837837837838,0.6280453872612309,0.7206441955480186,0.3244184756494775
train,qasr,6E7B8450-6482-425D-B96D-22FE86864835,176,400,0.1945362777777777,0.15521405555555556,0.9057944237508557,0.4925,0.4438103957369542,0.79494862258302,0.8068181818181818,0.7421923940372638,0.7200600295041231,0.3293927001106355
train,masc_c,sZ8NIz_BAYs,30,42,0.025872194444444448,0.02103333333333333,0.9196713944276174,0.8333333333333334,0.6939570379522572,0.7820101713761687,0.8,0.6269395261897257,0.719192384766101,0.43506909656981363
train,qasr,D587853E-7819-48E2-8897-A45032E9867B,164,636,0.18685844444444444,0.1589056388888889,0.8924351534465464,0.29245283018867924,0.25842965325849365,0.8028541141808624,0.8170731707317073,0.7508782389178127,0.7164952345841891,0.1940492029228787
train,qasr,CA9AAA48-D582-495B-961C-AEDDF6A59001,149,328,0.1473472777777778,0.12199727777777773,0.8954139791879078,0.5853658536585366,0.531360948976071,0.8001646485934409,0.8187919463087249,0.7491882408862431,0.7164786120025468,0.39808937463902744
train,qasr,38D3578C-49B0-4D5F-8307-19B845520AF3,62,311,0.06895555555555558,0.058877777777777786,0.8770544769302491,0.26688102893890675,0.2207824523757709,0.8158674443538692,0.8387096774193549,0.7279343069043936,0.7155601946522018,0.16071512144680908
train,qasr,EDF2FDB8-B97F-48B9-9964-9DA0E2D7F8C0,38,275,0.04490002777777777,0.03289722222222222,0.9427197073635302,0.16727272727272727,0.12781075491690802,0.7559297031027534,0.7894736842105263,0.6365391162355784,0.712629828496428,0.08135654498021073
train,masc_c,RPhDmITwGII,74,117,0.08347222222222225,0.06464447222222221,0.9585709757096058,0.717948717948718,0.6304874095354095,0.7425767682599709,0.7702702702702703,0.6625347073337732,0.7118125372902461,0.4177197913541713
train,masc_c,fDRuxTP_jxU,50,82,0.06181666666666667,0.044988861111111104,0.9416254794597626,0.6585365853658537,0.5508753748631217,0.7555951861699577,0.74,0.6044657801100008,0.711487679454775,0.332985313210026
train,qasr,21DA9710-AB14-45F2-B817-B607730B9F7E,104,574,0.12478891666666667,0.10646113888888888,0.8750253927249175,0.2264808362369338,0.19412345336215042,0.8129487364606646,0.8365384615384616,0.753734656692018,0.7113507873867185,0.1463175744757894
train,masc_c,KRmqcfv3yfM,82,382,0.10738888888888887,0.0881111111111111,0.8636934306563401,0.24345549738219896,0.20311050534872796,0.8212233217512598,0.8170731707317073,0.7198761179729022,0.709285188098341,0.14621440210995668
train,qasr,21583C2E-BBFB-4EA8-BEEB-E47058EC9094,107,310,0.12405286111111113,0.0972084166666667,0.9260689036868442,0.3903225806451613,0.3376771210588647,0.7653922000489193,0.8037383177570093,0.7185255265844489,0.7088059155897645,0.24262963122434147
train,masc_c,3Yrh0K6L-HY,62,90,0.08131116666666666,0.06304449999999999,0.9297966880183066,0.7333333333333333,0.6337996218328292,0.7616529267904679,0.7741935483870968,0.6559414245921726,0.7081823687492268,0.4157354268510063
train,masc_c,SNFYQfuBzvY,32,55,0.03229997222222223,0.024588861111111117,0.9438231214880943,0.6363636363636364,0.5042251814868371,0.7475144972995622,0.75,0.5789310822975338,0.7055214661988765,0.291911630039845
train,qasr,CC7CF84C-1AE8-40D3-8C3A-20816784E153,306,673,0.32552802777777734,0.25847524999999993,0.9202775366945204,0.5304606240713224,0.49268843935935547,0.765274944198371,0.7908496732026143,0.7418143522512981,0.7042653405409135,0.3654833555050632
train,qasr,2D91DA29-DD53-49F1-B35F-7DE894BE846F,183,384,0.2510974444444444,0.20594452777777772,0.8979449487123333,0.515625,0.46573217550726487,0.7811824544018028,0.8032786885245902,0.7397025667042246,0.7014588389528015,0.34450328561946625
train,qasr,E4091CC0-85C9-4204-815B-287393C9DD66,86,402,0.12465833333333333,0.09941388888888887,0.8925151824951172,0.22885572139303484,0.19046974538001113,0.7852578478947222,0.8023255813953488,0.7060389309236785,0.7008545514194809,0.1344790554014083
train,masc_c,l1BkIloTY_8,29,37,0.0445888888888889,0.03384997222222222,0.9715437478032606,0.7837837837837838,0.6280453872612309,0.7209298515929198,0.7241379310344828,0.5428252365556403,0.7004148899198337,0.34091888590775643
train,masc_c,jCH2aWQc9g0,46,65,0.062366638888888895,0.04415,0.9666892341945482,0.7230769230769231,0.6041913125777423,0.724411883042194,0.717391304347826,0.5745116426970621,0.7002811684594891,0.34711494349233285
train,qasr,FBE1FCEC-B7AF-471E-A175-2B747332BC84,166,432,0.22441674999999994,0.17168336111111107,0.9191995880689966,0.4537037037037037,0.4073696311651709,0.7610862581716803,0.7650602409638554,0.6950219432545146,0.6995901749963825,0.28313083267529193
train,masc_c,0dcU-Jfz-VE,22,30,0.027711083333333334,0.022422194444444443,0.9646815007383173,0.7666666666666667,0.5907132766967573,0.7230273444544185,0.7272727272727273,0.5184787630099803,0.6974911037231287,0.30627228899530695
train,masc_c,GUoL1W_4f1Y,43,236,0.04835502777777777,0.03892722222222222,0.8728952851406363,0.2584745762711864,0.20680111475048107,0.795833122992325,0.7906976744186046,0.6479406820576337,0.6946789808187486,0.13399485534170566
train,qasr,45EFE1EC-57D1-4BE0-A31A-039C771F98D8,90,349,0.11320002777777782,0.09105836111111114,0.8815185533629524,0.3008595988538682,0.25512334002090276,0.7860333273898706,0.8,0.7058607285729566,0.6929029616557867,0.18008154666312054
train,qasr,2C0B7212-DE22-4D16-9315-B2B57CB43389,73,569,0.0815445,0.06545283333333334,0.88554389836037,0.13884007029876977,0.11284228836901992,0.7788276043640807,0.8082191780821918,0.7034428294648695,0.6896860329192359,0.0793780986135941
train,masc_c,eX3zywgC3kU,52,87,0.06847780555555556,0.04975558333333332,0.9452253511318793,0.6666666666666666,0.5624216326943015,0.7272188418473189,0.7115384615384616,0.5772695428589908,0.6873856851348507,0.3246688787994466
train,qasr,8EBAD1F5-D2AA-4D54-9360-F30278EC15FD,102,712,0.10392227777777778,0.08690558333333336,0.8569996187499925,0.19382022471910113,0.16645913799899192,0.8015943791283016,0.8333333333333334,0.7492107842584269,0.6869660773050914,0.12471298132720646
train,masc_c,tU8CKLinYUY,45,327,0.06318613888888887,0.0544111111111111,0.8248525751961602,0.16819571865443425,0.1315592967386277,0.8310234750931461,0.8444444444444444,0.712158094887512,0.6854718534790436,0.09369101813012198
train,qasr,EFCE2698-0B45-4AF2-97F2-2CB2830146ED,97,590,0.12352502777777775,0.10620836111111111,0.8234093643955349,0.21694915254237288,0.1855788418833357,0.8308964096412984,0.8556701030927835,0.7722041904209147,0.6841678845412735,0.1433047593557722
train,masc_c,siwAJXTZpa8,61,362,0.09430555555555549,0.07886111111111108,0.8154495417094622,0.20165745856353592,0.16355504860887374,0.8385071111384963,0.8360655737704918,0.7238692567544833,0.6837602394980119,0.11839247147494883
train,masc_c,djfG5REpsJE,24,109,0.03527777777777778,0.030088888888888884,0.8464672590295473,0.22018348623853212,0.1526627048081528,0.8075906932547999,0.875,0.6899571185214244,0.6835990805371625,0.10533071991511991
train,masc_c,93_Yi25FTno,45,66,0.05510558333333335,0.03947222222222222,0.9569918500052558,0.696969696969697,0.5778096544417833,0.7129068087269035,0.7111111111111111,0.5663118252773978,0.6822460057649024,0.3272204400698288
train,qasr,919BD94D-14FC-47E9-B6AA-0D96F9170E4A,180,417,0.22125838888888885,0.1731750277777777,0.9173861775133345,0.48201438848920863,0.4344379366370622,0.7421547862520027,0.7611111111111111,0.6937747633253338,0.6808425424829506,0.3014020766699242
train,masc_c,7Jn6mAMKVkw,43,98,0.056505527777777786,0.043277750000000004,0.9434167313021283,0.46938775510204084,0.37360789598305366,0.7186855315880547,0.7209302325581395,0.5730868709987059,0.6780199550449351,0.2141097800893382
train,masc_c,Mj8pncUA8tY,29,216,0.03421944444444445,0.028658333333333334,0.8395492311181694,0.16666666666666666,0.12288372263838802,0.8075536364882157,0.8275862068965517,0.6545119942718489,0.6779810346003631,0.08042887036760009
train,masc_c,DUa_ey1YWds,78,393,0.09667777777777778,0.07858611111111115,0.8586973242270641,0.25699745547073793,0.21629160110637546,0.7891462142680001,0.7948717948717948,0.692458195735871,0.6776377426158491,0.14977289185494347
train,qasr,D688DB2E-D4D9-44C2-B33E-7FB96CE87755,44,256,0.06708058333333332,0.05138613888888887,0.9297992993484844,0.1875,0.14443726168228893,0.727868234309426,0.7272727272727273,0.581508453144907,0.6767713742789228,0.08399148861735398
train,qasr,1A6DD101-AB77-45B4-96E8-5B489D2752E1,78,451,0.09570558333333334,0.07275280555555556,0.9004024947300936,0.18625277161862527,0.15302618923716485,0.7491429121541725,0.7692307692307693,0.6644403349060594,0.6745301470129843,0.10167677242613983
train,qasr,CA9D5449-27C1-4157-9B04-79A1F35890A0,56,277,0.07763619444444446,0.06335008333333335,0.8683512040546962,0.2527075812274368,0.20515254314034537,0.7763684699436583,0.7857142857142857,0.6618028634399505,0.6741604956656779,0.13577054049226855
train,qasr,624A1B34-9292-4BE1-A25F-93F43AB29E99,120,666,0.14064730555555555,0.11579727777777775,0.8554220353563626,0.21771771771771772,0.18804123083434332,0.7869316605865606,0.8,0.7196316465662728,0.673158682785318,0.13532042056766708
val,masc_c,Uvmh8BdiZMs,27,50,0.025944472222222226,0.01778891666666667,0.9554439120822482,0.64,0.5014076201030194,0.7043536424106505,0.7037037037037037,0.515189666191624,0.6729703995942128,0.2583200244268112
val,masc_c,p28D3aglUxk,21,32,0.018294444444444443,0.012416666666666664,0.9644638895988464,0.84375,0.6824550744643347,0.6975089424688902,0.6666666666666666,0.45373075657210293,0.6727221876835238,0.30965085726317343
val,masc_c,gUJzW1PAfnI,24,33,0.02358336111111111,0.016638916666666666,0.9477012902498245,0.8484848484848485,0.6907978686153953,0.7094132678660875,0.7083333333333334,0.5083193634129031,0.6723118692770355,0.351145932821568
val,masc_c,0xooTRqYDb0,50,86,0.06852219444444446,0.04826663888888888,0.9392190563678742,0.627906976744186,0.5223363580204515,0.7142639368399978,0.7,0.562493877226366,0.6708503007564656,0.29381100323922305
val,masc_c,VOkm6J5nNXg,106,325,0.24240002777777772,0.17928611111111112,0.9007545321617486,0.3476923076923077,0.2979670262726078,0.7438395476080741,0.7452830188679245,0.654772057573926,0.6700168437091175,0.19510048288169946
val,qasr,F676D965-5468-438D-99EE-808AE5D7B3D2,121,368,0.16580005555555552,0.11966944444444445,0.921694631418906,0.3451086956521739,0.2983610163169568,0.7264875847584575,0.743801652892562,0.6593567360064447,0.6695997066643578,0.1967263458703142
val,masc_c,GDg1IF-jp5Y,66,115,0.08637775,0.06608886111111112,0.9364218215147654,0.6347826086956522,0.5437476062484989,0.7139737963831673,0.7424242424242424,0.6256667257006108,0.6685806429229377,0.3402047844090433
val,masc_c,d7ouP5Ce2aE,43,170,0.042605555555555556,0.03280555555555556,0.8980458115422448,0.2647058823529412,0.20411663917448855,0.7434247592139209,0.7674418604651163,0.6225519170056059,0.6676294912088636,0.1270732050108194
val,qasr,D5472774-910B-490F-99E3-51B9477AFF6E,237,683,0.26199736111111116,0.2056473333333334,0.8961048199154656,0.4158125915080527,0.37942067997055623,0.7443609394256875,0.7468354430379747,0.6878406056832066,0.6670254255761625,0.2609809503196815
val,masc_c,I_bk1ySlTSw,30,49,0.03635552777777777,0.025188861111111113,0.9431564589341481,0.6530612244897959,0.5131093521943978,0.7070145059376955,0.7,0.5212387898833981,0.6668252978352732,0.2674524978156622
val,qasr,B3870097-4F79-422F-B849-3F7B396CD5D1,31,216,0.04057499999999999,0.030058333333333333,0.8910148239904835,0.1574074074074074,0.11488138493825321,0.7478958851922559,0.7741935483870968,0.6018723994130262,0.6663863205077848,0.06914393480067794
val,masc_c,rfzlfCMhivY,20,32,0.032938888888888886,0.028227777777777775,0.8746848285198212,0.625,0.4525410058952512,0.7616951541975141,0.8,0.5839782779742402,0.6662431953336314,0.26427411733543926
val,masc_c,QVooN7BH9R4,28,94,0.04496805555555555,0.03705138888888889,0.8366290777921677,0.30851063829787234,0.2241995789114178,0.7957312665613634,0.7857142857142857,0.6046105292072612,0.665731915713627,0.13555342605367746
val,qasr,98A6061E-1223-401B-B0F8-2D9CE1DC2681,331,797,0.34227791666666696,0.2551750555555556,0.9181763416330619,0.5734002509410289,0.5387914996554592,0.7240137347406912,0.7371601208459214,0.6872128020585685,0.6647722822562979,0.37026441620356637
val,qasr,7683087C-362E-4AD0-A59F-3B83FDDE27A9,160,580,0.20125011111111116,0.15660844444444438,0.8948551330715417,0.30344827586206896,0.2674261199902425,0.7412569591839201,0.75,0.6775748906186185,0.6633175948507332,0.18120122400095012
val,masc_c,wok0t4odKnI,51,73,0.05640002777777776,0.044238916666666656,0.9309475375156776,0.7397260273972602,0.6289029493194099,0.7110677789896727,0.7058823529411765,0.5700066466848335,0.6619667978571778,0.35847886123175865
val,qasr,20E8A494-05B2-453A-A715-CDD599A30E9D,183,472,0.25219169444444445,0.17568613888888887,0.9293911141124579,0.4025423728813559,0.3592581201554423,0.7118222803433103,0.7103825136612022,0.6408736196754811,0.6615613021783395,0.2302390518618272
val,masc_c,g2icTOBvpmg,31,93,0.023249944444444445,0.015377749999999997,0.9479076573925633,0.6666666666666666,0.5659327976152322,0.6970465686472673,0.6774193548387096,0.501406855599508,0.6607357799799558,0.28376258453288633
val,qasr,459A4293-3CB3-416F-807E-ADF12943B945,98,607,0.1027389166666666,0.08397780555555551,0.8527961671352386,0.21087314662273476,0.18029029755665807,0.7737642633027815,0.7959183673469388,0.7056878495916334,0.6598631980108336,0.12722867238499375
val,qasr,B10FCF69-3571-42B3-A8EB-B244A6F9158A,106,704,0.10718061111111113,0.08266116666666667,0.880889856590415,0.20170454545454544,0.17371757564868637,0.7486060477468133,0.7547169811320755,0.6648534502859221,0.6594394740424077,0.11549672954533483
val,masc_c,CWCyLq4Dwsc,84,147,0.08358750000000004,0.05974861111111111,0.9307521993205661,0.6802721088435374,0.6011130925685308,0.7057873562277693,0.7142857142857143,0.6099775866784931,0.6569131340616441,0.36666551352579807
val,masc_c,5MMFZ5W7x1U,22,162,0.02750969444444445,0.02260552777777778,0.8200342140414498,0.16049382716049382,0.11194104305547943,0.8000940272521059,0.8181818181818182,0.6148297802336214,0.656104476796939,0.06882468690092278
val,masc_c,jm22HoM5Zg8,72,114,0.09307783333333329,0.06751113888888888,0.9443928723533949,0.6842105263157895,0.5940639890594854,0.6932301589921634,0.7083333333333334,0.594940392251052,0.6546816210526099,0.35343266267327494
val,qasr,4904DB47-7B99-463B-9DA3-DFE0C4D7AA44,71,232,0.10427502777777779,0.07747502777777779,0.9270454225405841,0.31896551724137934,0.26235703165529384,0.7041358995787524,0.7323943661971831,0.6194579122102354,0.6527659625509789,0.16251913908286295
val,qasr,042F55A4-552B-4B1B-89D0-4A58BFC2937E,139,593,0.1747361666666667,0.12986394444444446,0.8996700219970812,0.2782462057335582,0.24369216752726996,0.7235154859294944,0.7338129496402878,0.6547730433219985,0.6509251931414172,0.15956306216556485
val,qasr,737F989E-700B-4235-BE86-4D3FA1A4D918,127,688,0.13400833333333337,0.10219444444444443,0.8844491553118848,0.2238372093023256,0.1942732724958758,0.7335356329237734,0.7401574803149606,0.6576311525828926,0.6487749709306002,0.12776015610751318
val,masc_c,7LxaBTbauCs,75,314,0.12016666666666666,0.09163888888888891,0.8710391402244568,0.25477707006369427,0.20974511816988428,0.7436391389323398,0.76,0.6522102034171384,0.6477387962128807,0.13679790618733195
val,qasr,5CA29699-EA91-420A-B42C-E945AB0E82BF,97,270,0.1133972222222222,0.0844361111111111,0.9132675110679311,0.43333333333333335,0.3755688037760219,0.7083330021141404,0.7216494845360825,0.6253217812082499,0.6468975178480566,0.2348513533434737
val,qasr,5D0C58CD-94AC-408E-A92F-6A7A7F5E9C60,70,261,0.07878891666666667,0.05738336111111111,0.903851272378649,0.29118773946360155,0.23941675041555643,0.7129217316213596,0.7142857142857143,0.5994958195463385,0.6443752142323557,0.14352934100349518
val,qasr,4F335A13-4FE6-4811-97AD-5AA083FFD459,173,492,0.20858336111111114,0.15713611111111123,0.9289040544818592,0.4532520325203252,0.40979517500561297,0.6920925084613546,0.7283236994219653,0.6576144191557001,0.6428875371862728,0.2694872159841246
val,qasr,68F25D67-2244-4BB3-AF93-6C936073676C,30,287,0.038713888888888874,0.027388888888888886,0.9355969965457916,0.12195121951219512,0.08900664238489908,0.6841003845523422,0.7,0.5212387898833981,0.6400422651229924,0.04639371456828917
